,passenger_count,year,Month,Date,Day,Hour,distance,Predicted_fare
95,1,2014,6,14,5,13,1.6712378613170307,2.698094560534885
96,1,2014,6,14,5,13,1.3807952935036776,2.456322064378546
97,1,2014,6,14,5,13,1.5962574111074133,2.634960901716499
98,1,2014,6,14,5,13,0.872777099143637,2.071356224515708
99,1,2014,6,14,5,13,1.2926258094467789,2.410006948781483
100,1,2014,6,14,5,13,1.335395902778835,2.4282712123698005
101,1,2014,6,14,5,13,0.8043163654388279,2.0249846293489604
102,1,2014,6,14,5,13,3.0819765369642456,2.7749289601948197
103,1,2014,6,14,5,13,0.8110690978495864,2.084204468918323
104,1,2014,6,14,5,13,0.024819281875405615,1.6759507419146353
105,1,2014,6,14,5,13,0.4566495319939675,1.7335121079303208
106,1,2014,6,14,5,13,1.4039892969168697,2.484880965430283
107,1,2014,6,14,5,13,1.2432850963071134,2.363733097039351
108,1,2014,6,14,5,13,1.4038779796486545,2.484880965430283
109,1,2014,6,14,5,13,2.3567757938563627,2.7749289601948197
110,1,2014,6,14,5,13,2.4824884965380885,2.7749289601948197
111,1,2014,6,14,5,13,1.9789819829284938,2.7812338738849656
112,1,2014,6,14,5,13,1.3330283656977182,2.41903978230343
113,1,2014,6,14,5,13,1.216861050673006,2.356877071895298
114,1,2014,6,14,5,13,0.7689738829061002,2.0058638821108685
115,1,2014,6,14,5,13,1.014611201997406,2.225421046594537
116,1,2014,6,14,5,13,2.231505651755399,2.7749289601948197
117,1,2014,6,14,5,13,1.3622262715972793,2.4457936171269834
118,1,2014,6,14,5,13,0.8832781620111055,2.071356224515708
119,1,2014,6,14,5,13,1.2901113738334011,2.410006948781483
120,1,2014,6,14,5,13,1.2878169529909154,2.410006948781483
121,1,2014,6,14,5,13,0.0,2.109951836299443
122,1,2014,6,14,5,13,1.11743933964258,2.270173970746477
123,1,2014,6,14,5,13,0.6916172867083872,1.9139588728127406
124,1,2014,6,14,5,13,0.8589100542276052,2.104323266816475
125,1,2014,6,14,5,13,0.47679859301970556,1.7349103820497913
126,1,2014,6,14,5,13,0.9515196835023585,2.141885817197461
127,1,2014,6,14,5,13,1.4204891821611259,2.555219885621442
128,1,2014,6,14,5,13,0.9869505335478926,2.211834796600398
129,1,2014,6,14,5,13,1.904377077689031,2.761208783007394
130,1,2014,6,14,5,13,0.6726160254779273,1.8910511377482662
131,1,2014,6,14,5,13,0.2838597751333404,1.672363742820646
132,1,2014,6,14,5,13,0.9173614371955866,2.1335143248635906
133,1,2014,6,14,5,13,0.8283107859109382,2.0547281951256187
134,1,2014,6,14,5,13,0.8654471694347114,2.0944292760600995
135,1,2014,6,14,5,13,0.4605680680321244,1.7335121079303208
136,1,2014,6,14,5,13,1.4760861591499579,2.5924450149285487
137,1,2014,6,14,5,13,0.6657716009551269,1.8910511377482662
138,1,2014,6,14,5,13,2.1011617391351827,2.7797043781110573
139,1,2014,6,14,5,13,1.0690355644167275,2.2361673692739603
140,1,2014,6,14,5,13,0.479124367016176,1.7349103820497913
141,1,2014,6,14,5,13,1.1694396294400389,2.320815824450069
142,1,2014,6,14,5,13,1.0960251496722226,2.2361673692739603
143,1,2014,6,14,5,13,0.6044091777996995,1.8559224450733074
144,1,2014,6,14,5,13,0.7593250512484789,2.0058638821108685
145,1,2014,6,14,5,13,1.2034551029186646,2.3508746681196517
146,1,2014,6,14,5,13,1.3059270897840243,2.4175465727102785
147,1,2014,6,14,5,13,1.201529117373149,2.338766016011797
148,1,2014,6,14,5,13,1.1132970302910232,2.270173970746477
149,1,2014,6,14,5,13,0.6821461758562413,1.8910511377482662
150,1,2014,6,14,5,13,1.3737987614334832,2.4457936171269834
151,1,2014,6,14,5,13,1.1765276478216646,2.320815824450069
152,1,2011,12,12,0,9,0.7895721996467179,1.914300682768652
153,1,2011,12,12,0,9,0.558960053942277,1.775226127380318
154,1,2011,12,12,0,9,1.6061172288727583,2.5056450914668047
155,1,2011,12,12,0,9,1.08193842808904,2.161408441951279
156,1,2011,12,12,0,9,1.0832135331894321,2.161408441951279
157,1,2013,6,27,3,0,2.1876627122020325,2.785216977014212
158,1,2013,6,27,3,0,1.4820718463112603,2.5067750357689063
159,1,2009,2,20,4,13,1.2496431048093994,2.2480731687807856
160,1,2009,2,20,4,13,1.7036388181797668,2.539178507317931
161,1,2009,2,20,4,13,0.8818522412696845,1.9546118588664854
162,1,2010,8,22,6,21,2.387608159206045,2.713601697979186
163,1,2010,8,22,6,21,2.014066736991901,2.7533792362557272
164,1,2010,8,22,6,21,0.5047855241179792,1.6916931221420364
165,1,2010,8,22,6,21,1.3175682498138466,2.233396658426031
166,1,2012,8,6,0,8,0.2545621830244579,1.6598184302504693
167,1,2012,8,6,0,8,1.9507818195232738,2.7500801427149018
168,1,2013,11,4,0,8,0.6754631759801982,1.8862969008091321
169,1,2013,11,4,0,8,1.2618422755440235,2.406888135367613
170,1,2013,11,4,0,8,1.222377946776041,2.3972844069453747
171,1,2011,6,24,4,20,1.2422780716556365,2.218603428759055
172,1,2011,6,24,4,20,2.274329512883105,2.774056597222753
173,1,2011,3,28,0,20,0.9449357332255595,1.9724173662445594
174,1,2011,3,28,0,20,0.2479775799134042,1.6557776966333742
175,1,2011,3,28,0,20,1.289980996946016,2.2366928133469117
176,1,2011,8,14,6,20,0.9109856903119877,1.9691547366130433
177,1,2011,8,14,6,20,1.0884080355977352,2.12817053749827
178,1,2011,8,14,6,20,2.272932538566068,2.7164913980154535
179,1,2011,8,14,6,20,1.127828891758909,2.156801777052914
180,1,2015,2,21,5,15,1.9541781061082997,2.7974167991337677
181,1,2015,2,21,5,15,1.1115321865917975,2.2804854388067657
182,1,2015,2,21,5,15,1.8423427539841777,2.7450599421649313
183,1,2015,2,21,5,15,1.139589902111238,2.347247380669952
184,1,2013,1,29,1,11,1.2447191677339646,2.357689250702337
185,1,2014,9,12,4,19,1.153909580363733,2.334726459534459
186,1,2013,11,9,5,18,1.0158273446550437,2.241747833984011
187,1,2013,11,9,5,18,1.4657324796275115,2.541299251227182
188,1,2013,4,25,3,16,3.0548395996591227,2.781148274945567
189,1,2013,4,25,3,16,0.8642683957345022,2.100805670756306
190,1,2013,9,7,5,14,1.0962181447522774,2.252494156663434
191,1,2013,9,7,5,14,1.099397280569245,2.252494156663434
192,1,2013,9,7,5,14,0.6500499334995441,1.8867206402210304
193,1,2011,5,21,5,13,0.7912242776296996,1.8851519549395492
194,1,2011,5,21,5,13,0.8295724475045498,1.9342778324394259
195,1,2011,5,21,5,13,1.3093767940707448,2.2657721754912985
196,1,2011,11,25,4,16,0.8683449979211673,1.9617428775253847
197,1,2011,11,25,4,16,1.575993124698039,2.455661813529998
198,1,2015,1,31,5,20,0.660790875055436,1.950045409620668
199,1,2010,11,1,0,23,1.1295680736250175,2.1534276289875534
200,1,2010,11,1,0,23,1.4072549044875207,2.3007736046277136
201,1,2010,11,1,0,23,1.47549048616148,2.3529088949096537
202,1,2011,3,24,3,15,0.26189286886479674,1.6528293442134965
203,1,2011,3,24,3,15,1.0410297721881185,2.065345540697528
204,1,2010,5,10,0,10,0.8052363356798066,1.9213153517895871
205,1,2010,5,10,0,10,0.6225815758067446,1.7825340143266049
206,1,2010,5,10,0,10,1.2343329427509837,2.1999160509802267
207,1,2010,5,10,0,10,1.354417396797638,2.288298828279447
208,1,2012,6,9,5,16,1.0562976202006094,2.1086283837254904
209,1,2012,8,22,2,22,2.0738979974412133,2.7797177318889914
210,1,2012,8,22,2,22,0.7720199820262983,1.8873312406520444
211,1,2012,12,23,6,2,1.796975709551278,2.6030393983322324
212,1,2012,6,30,5,15,1.619041597230244,2.5105856120819685
213,1,2012,6,30,5,15,0.9980171418165354,2.063135736238659
214,1,2012,6,30,5,15,1.6239633206209643,2.5225377318851097
215,1,2012,6,30,5,15,0.9041070802188826,2.019340721191045
216,1,2011,10,2,6,23,1.8260244873095446,2.6528320612316194
217,1,2011,10,2,6,23,1.9258168508276017,2.6911111797615708
218,1,2011,10,2,6,23,1.8734105012564943,2.646712131749276
219,1,2011,10,2,6,23,0.3661106916496726,1.6708043937049841
220,1,2011,10,2,6,23,1.7035596533823403,2.562214371950546
221,1,2011,10,2,6,23,0.38903170619622685,1.6835413340195036
222,1,2011,10,2,6,23,1.7539936234842963,2.610468830370219
223,1,2011,10,2,6,23,2.4732749108562406,2.7144084865689884
224,1,2011,10,2,6,23,1.520642513643995,2.426941627515667
225,1,2011,10,2,6,23,1.0199262466831087,2.088451964427952
226,1,2011,10,2,6,23,1.030237669332543,2.0975124121499977
227,1,2011,10,2,6,23,1.2359062477740226,2.1907661325161514
228,1,2011,10,2,6,23,0.7981622128271441,1.8909633823554357
229,1,2011,10,2,6,23,0.9872100995999171,2.0496127023672415
230,1,2011,10,2,6,23,0.7822095355835429,1.8909633823554357
231,1,2011,10,2,6,23,1.382722464870669,2.307721352036528
232,1,2011,10,2,6,23,1.240847275220695,2.221477498645639
233,1,2011,10,2,6,23,2.3229958033068816,2.7144084865689884
234,1,2011,10,2,6,23,1.5599941199939302,2.4074722506288437
235,1,2011,10,2,6,23,0.9590569145159936,2.002145755565165
236,1,2011,10,2,6,23,0.7470919337169866,1.8911762677596313
237,1,2011,10,2,6,23,1.4276158805955401,2.3082503674299883
238,1,2011,10,2,6,23,1.3376669176761184,2.2658147104639887
239,1,2011,10,2,6,23,1.6762651253515748,2.5352105875016178
240,1,2011,10,2,6,23,1.5501431175579823,2.4074722506288437
241,1,2011,10,2,6,23,1.0926668901028223,2.1493649961851338
242,1,2011,10,2,6,23,0.7448195535606612,1.8911762677596313
243,1,2011,10,2,6,23,0.9780817528570781,2.0213354221217497
244,1,2011,10,2,6,23,1.3223395806109235,2.2559673017593
245,1,2011,10,2,6,23,1.8592973056893156,2.646712131749276
246,1,2011,10,2,6,23,1.5116080814427308,2.4033042440397416
247,1,2011,10,2,6,23,2.3848825093707946,2.7144084865689884
248,1,2011,10,2,6,23,3.150357954371196,2.7144084865689884
249,1,2011,10,2,6,23,1.2565256403999274,2.2546015968660815
250,1,2011,10,2,6,23,1.33856230538202,2.2658147104639887
251,1,2011,10,2,6,23,2.281290268358399,2.7144084865689884
252,1,2011,10,2,6,23,2.2193882883719254,2.7144084865689884
253,1,2011,10,2,6,23,1.4325098819256414,2.3082503674299883
254,1,2011,10,2,6,23,2.0884925442653226,2.7546658385355802
255,1,2011,10,2,6,23,2.145269769086827,2.7341883265285607
256,1,2011,10,2,6,23,1.2597371216751778,2.2546015968660815
257,1,2011,10,2,6,23,1.9738094594024198,2.7416389879399747
258,1,2011,10,2,6,23,1.4370294740261247,2.3082503674299883
259,1,2011,10,2,6,23,2.242698481843112,2.7144084865689884
260,1,2011,10,2,6,23,1.4055788807197085,2.328161548261177
261,1,2011,10,2,6,23,1.7643535087619622,2.610468830370219
262,1,2011,10,2,6,23,2.6821389419467767,2.7144084865689884
263,1,2011,10,2,6,23,1.8083767349715862,2.6366503243325976
264,1,2011,10,2,6,23,2.062872615427204,2.743854030012003
265,1,2011,10,2,6,23,1.113567621238793,2.148474278377948
266,1,2011,10,2,6,23,1.977738364096435,2.7416389879399747
267,1,2011,10,2,6,23,2.2520111056360457,2.7144084865689884
268,1,2011,10,2,6,23,3.044028287265168,2.7144084865689884
269,1,2011,10,2,6,23,1.3704298353927222,2.2713271831531796
270,1,2011,10,2,6,23,0.26457448824446833,1.6667973138182461
271,1,2011,10,2,6,23,0.5425983778264357,1.7500584637332608
272,1,2013,3,21,3,12,1.4613185444528873,2.5710836791749423
273,1,2013,3,21,3,12,1.2538621678948327,2.367023938483164
274,1,2013,3,21,3,12,1.4892342340880123,2.6016933967713713
275,1,2013,3,21,3,12,0.8675960729639212,2.1056850873444635
276,1,2013,3,21,3,12,0.8894555370464655,2.11533383142321
277,1,2013,6,7,4,3,1.9478239514912772,2.7931261818067257
278,1,2013,6,7,4,3,1.0169327987111805,2.139251043907325
279,1,2010,9,5,6,22,0.0,1.74837924944104
280,1,2013,7,12,4,23,1.2060771250431275,2.2919396045126654
281,1,2009,12,3,3,2,2.232352047514618,2.7968062142641843
282,1,2009,10,15,3,3,0.8086480415168213,1.870239063997298
283,1,2011,9,25,6,22,2.283339848739581,2.713601697979186
284,1,2011,9,25,6,22,1.516657764384648,2.4135838917867023
285,1,2015,6,8,0,20,1.2729365697490065,2.3686381901892206
286,1,2014,7,16,2,8,1.332188774154475,2.4345993393230674
287,1,2014,7,16,2,8,1.5808567787917296,2.6219660165198575
288,1,2011,12,15,3,13,1.2135567064612804,2.252909111296378
289,1,2011,12,15,3,13,0.6502923389008972,1.8705752269399427
290,1,2011,10,11,1,22,1.9541281477569363,2.7471008565413406
291,1,2011,10,11,1,22,1.3590706573914424,2.2665182769345384
292,1,2011,10,11,1,22,1.1471834245286863,2.1610444614228457
293,1,2013,9,14,5,16,1.2583367259171456,2.3959859015854095
294,1,2013,9,14,5,16,1.3075078741322947,2.4284637926738464
295,1,2014,2,6,3,9,0.6739791108276342,1.8829322150124863
296,1,2014,2,6,3,9,0.7248231887227486,2.007159941176704
297,1,2014,2,6,3,9,0.5678477958131177,1.8164205651374281
298,1,2009,6,10,2,16,2.5446163602298872,2.780972220574354
299,1,2009,6,10,2,16,0.5661615817595256,1.733991608612689
300,1,2009,6,10,2,16,1.1552322970194668,2.174234150459115
301,1,2009,6,10,2,16,3.029875765994725,2.780972220574354
302,1,2009,6,10,2,16,1.5153789317984887,2.451482227006533
303,1,2009,6,10,2,16,2.627666259372598,2.780972220574354
304,1,2009,6,10,2,16,1.0459424221673077,2.0683594474494287
305,1,2009,6,10,2,16,0.18634796229554024,1.7244579861835048
306,1,2009,6,10,2,16,1.3230432369727108,2.2787130357179377
307,1,2009,6,10,2,16,1.433011554265337,2.3997199587186615
308,1,2009,6,10,2,16,0.9476869062451557,1.9816052118819523
309,1,2009,6,10,2,16,0.24245065281721317,1.63260232652441
310,1,2009,6,10,2,16,0.4833198723106985,1.673768131947557
311,1,2009,6,10,2,16,1.0125538918641803,2.0655125338359666
312,1,2009,6,10,2,16,1.3897354624750358,2.3656936034099196
313,1,2009,6,10,2,16,0.6442085339408176,1.8037609032138164
314,1,2009,6,10,2,16,1.1348413102205028,2.1534609992029123
315,1,2009,6,10,2,16,0.656943771901183,1.8037609032138164
316,1,2009,6,10,2,16,1.017931543730349,2.074674135317102
317,1,2009,6,10,2,16,1.3592126280678858,2.3026532121861654
318,1,2009,6,10,2,16,0.0,1.6669506744300644
319,1,2009,6,10,2,16,1.6315325486241836,2.515508783434703
320,1,2009,6,10,2,16,0.8132419911128833,1.9290606184218604
321,1,2009,6,10,2,16,0.13224091822158263,1.819535339645638
322,1,2009,6,10,2,16,1.0535824970184067,2.12605716902813
323,1,2009,6,10,2,16,1.1713782903821761,2.174234150459115
324,1,2009,6,10,2,16,1.4101827016577275,2.4105422980572353
325,1,2009,6,10,2,16,1.5641138641730228,2.457552440185007
326,1,2009,6,10,2,16,1.226533840847865,2.2003254151444582
327,1,2009,6,10,2,16,1.1079721397094653,2.1335786370058787
328,1,2009,6,10,2,16,0.5634736233214742,1.733991608612689
329,1,2009,6,10,2,16,2.7847671056558796,2.780972220574354
330,1,2009,6,10,2,16,1.349982217998339,2.3026532121861654
331,1,2009,6,10,2,16,2.3942959932521677,2.780972220574354
332,1,2009,6,10,2,16,1.0439026638953983,2.0683594474494287
333,1,2009,6,10,2,16,0.7558441580669474,1.8689084845843578
334,1,2009,6,10,2,16,0.8536748627384504,1.9537009420530804
335,1,2009,6,10,2,16,0.8784443195415989,1.9582390523002173
336,1,2009,6,10,2,16,1.746106683442508,2.5990773196740835
337,1,2009,6,10,2,16,0.7861104012372137,1.8807985830093132
338,1,2009,6,10,2,16,2.335413025978071,2.780972220574354
339,1,2009,6,10,2,16,1.0328332769566653,2.077632798118132
340,1,2009,6,10,2,16,1.1875265994078374,2.1901201551302427
341,1,2009,6,10,2,16,2.001007926748734,2.7560147206770864
342,1,2009,6,10,2,16,1.4752927290136941,2.4182267351087017
343,1,2009,6,10,2,16,1.0985587768657195,2.1335786370058787
344,1,2009,6,10,2,16,1.5514299761533634,2.457552440185007
345,1,2009,6,10,2,16,0.7084598344846165,1.8556989237117842
346,1,2009,6,10,2,16,0.6475545307558788,1.8037609032138164
347,1,2009,6,10,2,16,0.6270328943042747,1.7874619787950305
348,1,2009,6,10,2,16,0.25891824104611216,1.63260232652441
349,1,2009,6,10,2,16,1.2078791952107633,2.200471547915183
350,1,2009,6,10,2,16,1.3045690891712158,2.2746163103715973
351,1,2009,6,10,2,16,2.221783726920053,2.780972220574354
352,1,2009,6,10,2,16,0.0014846677684609718,1.6669506744300644
353,1,2009,6,10,2,16,1.6843402874496542,2.537660593821008
354,1,2009,6,10,2,16,0.5686016601475679,1.733991608612689
355,1,2009,6,10,2,16,1.1278189290079332,2.1459818419872763
356,1,2009,6,10,2,16,2.2778769410898305,2.780972220574354
357,1,2009,6,10,2,16,0.6174180414143089,1.7877159022553002
358,1,2009,6,10,2,16,1.970805705698548,2.7524404273419045
359,1,2009,6,10,2,16,2.1338160750518673,2.780972220574354
360,1,2009,6,10,2,16,0.3573145788741442,1.6366094064111478
361,1,2009,6,10,2,16,0.7246183152742667,1.89113815802591
362,1,2009,6,10,2,16,0.9450905072431156,1.9816052118819523
363,1,2009,6,10,2,16,0.7343184843355263,1.8737390791769954
364,1,2009,6,10,2,16,1.5486194805323519,2.457552440185007
365,1,2009,6,10,2,16,1.544978547471845,2.457552440185007
366,1,2009,6,10,2,16,0.7961776833333816,1.8807985830093132
367,1,2009,6,10,2,16,1.4411967354816506,2.3997199587186615
368,1,2009,6,10,2,16,1.2124749359831517,2.200471547915183
369,1,2009,6,10,2,16,1.6914261195666755,2.5483168689681026
370,1,2009,6,10,2,16,1.593041950238871,2.457449543935229
371,1,2009,6,10,2,16,0.9320853692059866,1.9745687895210853
372,1,2009,6,10,2,16,1.5928011993147155,2.457449543935229
373,1,2009,6,10,2,16,0.6577970171782574,1.8037609032138164
374,1,2009,6,10,2,16,0.5179775051185883,1.7221250962222978
375,1,2009,6,10,2,16,0.49988111595359525,1.6866324307321523
376,1,2009,6,10,2,16,1.0792248619020073,2.1335786370058787
377,1,2009,6,10,2,16,0.8156618766657265,1.9455569045517358
378,1,2009,6,10,2,16,0.8994501908606015,1.9654726541373555
379,1,2009,6,10,2,16,0.9912617598695052,2.058624247837058
380,1,2009,6,10,2,16,0.7494478975175528,1.8737390791769954
381,1,2009,6,10,2,16,0.9904264119335475,2.058624247837058
382,1,2009,6,10,2,16,1.0364706656033034,2.0743018934653983
383,1,2009,6,10,2,16,1.2174857999097028,2.20158256551698
384,1,2009,6,10,2,16,0.8011475167951604,1.8807985830093132
385,1,2009,6,10,2,16,1.1001928529821634,2.1335786370058787
386,1,2009,6,10,2,16,0.7152682357862353,1.865852021897893
387,1,2009,6,10,2,16,0.9797624363142933,2.02748597699291
388,1,2009,6,10,2,16,2.0843723794735936,2.723183162341614
389,1,2009,6,10,2,16,0.8564056959252947,1.9537009420530804
390,1,2009,6,10,2,16,1.110755330012815,2.1335786370058787
391,1,2009,6,10,2,16,1.4673064235542455,2.4108625171038667
392,1,2009,6,10,2,16,1.1637259738804007,2.174234150459115
393,1,2009,6,10,2,16,1.0570576103671603,2.132740010803162
394,1,2009,6,10,2,16,1.402392960981388,2.397799167625098
395,1,2009,6,10,2,16,0.733871583008361,1.8737390791769954
396,1,2009,6,10,2,16,1.9332978224000912,2.7098690233755764
397,1,2009,6,10,2,16,1.002132384974159,2.058624247837058
398,1,2009,6,10,2,16,2.071794487794146,2.7803119952366977
399,1,2009,6,10,2,16,1.1996366342495672,2.184109786793987
400,1,2013,6,26,2,11,0.4617341949910245,1.7335121079303208
401,1,2014,9,5,4,10,0.4307851033485577,1.7263790279504696
402,1,2014,9,5,4,10,0.9824283856518012,2.244116229709214
403,1,2014,9,5,4,10,2.3421844663923768,2.7885895411647477
404,1,2014,9,5,4,10,1.0541882947454562,2.3143995000384625
405,1,2012,9,19,2,12,1.1471852327494714,2.2425026106624313
406,1,2012,9,19,2,12,0.814092501208613,1.9425386924118602
407,1,2009,3,22,6,4,2.182011876291161,2.715961331114047
408,1,2009,8,27,3,2,2.35281096830942,2.7841852441482793
409,1,2009,5,2,5,20,1.5045407884061859,2.37382501874686
410,1,2009,5,2,5,20,1.3121825859370606,2.2538710296873568
411,1,2011,2,20,6,2,1.1731428774695518,2.12743101765617
412,1,2011,2,20,6,2,2.3612574079253945,2.715961331114047
413,1,2011,6,24,4,12,0.7359563633964848,1.8789680932931576
414,1,2011,6,24,4,12,1.6488859934606763,2.539351025843812
415,1,2011,6,24,4,12,1.600871642796942,2.456142835016184
416,1,2011,6,24,4,12,0.7955305138459148,1.8899685437918936
417,1,2011,6,24,4,12,0.0,1.673198419204385
418,1,2011,6,24,4,12,1.1749446242457833,2.179108751134591
419,1,2011,6,24,4,12,1.6692571218266488,2.550566971392419
420,1,2011,6,24,4,12,0.5354698656568994,1.6950791636292883
421,1,2011,6,24,4,12,0.7749514024901052,1.883061093025034
422,1,2011,6,24,4,12,0.6813256456194529,1.8228005310423747
423,1,2011,6,24,4,12,0.0,1.673198419204385
424,1,2011,6,24,4,12,1.0310558024049843,2.0656717010408356
425,1,2011,6,24,4,12,2.0098369894119323,2.7571773170407057
426,1,2011,6,24,4,12,0.5058994145194461,1.670092166752661
427,1,2011,6,24,4,12,0.36321459094216585,1.645118982017696
428,1,2011,6,24,4,12,0.3410456309567447,1.635892400176357
429,1,2011,6,24,4,12,1.0225064203244845,2.062713038239805
